PartitionKey,RowKey,Vallokal_namn,Adress,Postnr,Postort,Latitud,Longitud,Dag01,Dag02,Dag03,Dag04,Dag05,Dag06,Dag07,Dag08,Dag09,Dag10,Dag11,Dag12,Dag13,Dag14,Dag15,Dag16,Dag17,Dag18,Dag19,Adress_geo
8,8100,Gubbängens bibliotek,Gubbängstorget 108,122 45,Enskede,59.2629139,18.0841408,2018-08-27T12:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T10:00:00/2018-08-29T17:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T11:00:00/2018-08-31T15:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T00:00:00/2018-09-02T00:00:00,2018-09-03T12:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T10:00:00/2018-09-05T17:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T11:00:00/2018-09-07T15:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T00:00:00/2018-09-09T00:00:00,2018-09-10T12:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T10:00:00/2018-09-12T17:00:00,2018-09-13T00:00:00/2018-09-13T00:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Gubbängstorget 108
8,8102,Farsta bibliotek,Farstagången 8,123 47,Farsta,59.2424863,18.0896823,2018-08-27T10:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T19:00:00,2018-08-29T10:00:00/2018-08-29T18:00:00,2018-08-30T11:00:00/2018-08-30T15:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T10:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T19:00:00,2018-09-03T10:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T19:00:00,2018-09-05T10:00:00/2018-09-05T18:00:00,2018-09-06T11:00:00/2018-09-06T15:00:00,2018-09-07T11:00:00/2018-09-07T15:00:00,2018-09-08T10:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T19:00:00,2018-09-10T10:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T19:00:00,2018-09-12T10:00:00/2018-09-12T18:00:00,2018-09-13T11:00:00/2018-09-13T15:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Farstagången 8
8,8104,Sköndals bibliotek,Sköndalsvägen 91,128 07,Sköndal,59.2555628,18.1145026,2018-08-27T10:00:00/2018-08-27T17:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T00:00:00/2018-08-29T00:00:00,2018-08-30T11:00:00/2018-08-30T15:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T00:00:00/2018-09-02T00:00:00,2018-09-03T10:00:00/2018-09-03T17:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T00:00:00/2018-09-05T00:00:00,2018-09-06T11:00:00/2018-09-06T15:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T00:00:00/2018-09-09T00:00:00,2018-09-10T10:00:00/2018-09-10T17:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T00:00:00/2018-09-12T00:00:00,2018-09-13T11:00:00/2018-09-13T15:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Sköndalsvägen 91
8,8105,Hagsätra bibliotek,Hagsätra Torg 32,124 04,Bandhagen,59.2621095,18.0142182,2018-08-27T12:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T10:00:00/2018-08-29T17:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T11:00:00/2018-08-31T15:00:00,2018-09-01T00:00:00/2018-09-01T00:00:00,2018-09-02T00:00:00/2018-09-02T00:00:00,2018-09-03T12:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T10:00:00/2018-09-05T17:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T11:00:00/2018-09-07T15:00:00,2018-09-08T00:00:00/2018-09-08T00:00:00,2018-09-09T00:00:00/2018-09-09T00:00:00,2018-09-10T12:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T10:00:00/2018-09-12T17:00:00,2018-09-13T00:00:00/2018-09-13T00:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Hagsätra Torg 32
8,8106,Högdalens bibliotek,Högdalsgången 10,124 54,Bandhagen,59.2635027,18.0425897,2018-08-27T10:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T19:00:00,2018-08-29T10:00:00/2018-08-29T18:00:00,2018-08-30T11:00:00/2018-08-30T15:00:00,2018-08-31T11:00:00/2018-08-31T15:00:00,2018-09-01T10:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T19:00:00,2018-09-03T10:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T19:00:00,2018-09-05T10:00:00/2018-09-05T18:00:00,2018-09-06T11:00:00/2018-09-06T15:00:00,2018-09-07T11:00:00/2018-09-07T15:00:00,2018-09-08T10:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T19:00:00,2018-09-10T10:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T19:00:00,2018-09-12T10:00:00/2018-09-12T18:00:00,2018-09-13T11:00:00/2018-09-13T15:00:00,2018-09-14T11:00:00/2018-09-14T15:00:00,Högdalsgången 10
8,8108,Örby bibliotek,Gamla Huddingevägen 425,125 02,Älvsjö,59.274674,18.0279703,2018-08-27T10:00:00/2018-08-27T17:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T00:00:00/2018-08-29T00:00:00,2018-08-30T11:00:00/2018-08-30T15:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T00:00:00/2018-09-02T00:00:00,2018-09-03T10:00:00/2018-09-03T17:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T00:00:00/2018-09-05T00:00:00,2018-09-06T11:00:00/2018-09-06T15:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T00:00:00/2018-09-09T00:00:00,2018-09-10T10:00:00/2018-09-10T17:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T00:00:00/2018-09-12T00:00:00,2018-09-13T11:00:00/2018-09-13T15:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Gamla Huddingevägen 425
8,8110,Älvsjö medborgarkontor och bibliotek,Älvsjö Stationsgata 19-21,125 21,Älvsjö,59.2783499,18.0079703,2018-08-27T08:00:00/2018-08-27T19:00:00,2018-08-28T08:00:00/2018-08-28T17:00:00,2018-08-29T08:00:00/2018-08-29T17:00:00,2018-08-30T11:00:00/2018-08-30T15:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T08:00:00/2018-09-01T19:00:00,2018-09-02T08:00:00/2018-09-02T17:00:00,2018-09-03T08:00:00/2018-09-03T19:00:00,2018-09-04T08:00:00/2018-09-04T17:00:00,2018-09-05T08:00:00/2018-09-05T17:00:00,2018-09-06T11:00:00/2018-09-06T15:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T08:00:00/2018-09-08T19:00:00,2018-09-09T08:00:00/2018-09-09T17:00:00,2018-09-10T08:00:00/2018-09-10T19:00:00,2018-09-11T08:00:00/2018-09-11T17:00:00,2018-09-12T08:00:00/2018-09-12T17:00:00,2018-09-13T11:00:00/2018-09-13T15:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Älvsjö Stationsgata 19-21
8,8111,Aspuddens bibliotek,Hägerstensvägen 133,126 48,Hägersten,59.3054709,18.0014785,2018-08-27T12:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T10:00:00/2018-08-29T17:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T11:00:00/2018-08-31T15:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T17:00:00,2018-09-03T12:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T10:00:00/2018-09-05T17:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T11:00:00/2018-09-07T15:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T17:00:00,2018-09-10T12:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T10:00:00/2018-09-12T17:00:00,2018-09-13T00:00:00/2018-09-13T00:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Hägerstensvägen 133
8,8112,Gröndals bibliotek,Gröndalsvägen 36,117 66,Stockholm,59.316245,18.0118762,2018-08-27T12:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T10:00:00/2018-08-29T17:00:00,2018-08-30T11:00:00/2018-08-30T15:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T17:00:00,2018-09-03T12:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T10:00:00/2018-09-05T17:00:00,2018-09-06T11:00:00/2018-09-06T15:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T17:00:00,2018-09-10T12:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T10:00:00/2018-09-12T17:00:00,2018-09-13T11:00:00/2018-09-13T15:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Gröndalsvägen 36
8,8114,Telefonplans bibliotek,Telefonplan 1,126 37,Hägersten,59.29889,17.9963952,2018-08-27T12:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T00:00:00/2018-08-29T00:00:00,2018-08-30T11:00:00/2018-08-30T15:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T00:00:00/2018-09-02T00:00:00,2018-09-03T12:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T00:00:00/2018-09-05T00:00:00,2018-09-06T11:00:00/2018-09-06T15:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T00:00:00/2018-09-09T00:00:00,2018-09-10T12:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T00:00:00/2018-09-12T00:00:00,2018-09-13T11:00:00/2018-09-13T15:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Telefonplan 1
8,8115,Fruängens bibliotek,Fruängsgången 1,129 52,Hägersten,59.2855086,17.9665217,2018-08-27T12:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T00:00:00/2018-08-29T00:00:00,2018-08-30T11:00:00/2018-08-30T15:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T17:00:00,2018-09-03T12:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T00:00:00/2018-09-05T00:00:00,2018-09-06T11:00:00/2018-09-06T15:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T17:00:00,2018-09-10T12:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T00:00:00/2018-09-12T00:00:00,2018-09-13T11:00:00/2018-09-13T15:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Fruängsgången 1
8,8117,Hägerstensåsens Medborgarhus,Riksdalervägen 2,129 21,Hägersten,59.2971207,17.984056,2018-08-27T11:00:00/2018-08-27T18:00:00,2018-08-28T11:00:00/2018-08-28T18:00:00,2018-08-29T11:00:00/2018-08-29T18:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T11:00:00/2018-09-01T18:00:00,2018-09-02T11:00:00/2018-09-02T18:00:00,2018-09-03T11:00:00/2018-09-03T18:00:00,2018-09-04T11:00:00/2018-09-04T18:00:00,2018-09-05T11:00:00/2018-09-05T18:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T11:00:00/2018-09-08T18:00:00,2018-09-09T11:00:00/2018-09-09T18:00:00,2018-09-10T11:00:00/2018-09-10T18:00:00,2018-09-11T11:00:00/2018-09-11T18:00:00,2018-09-12T11:00:00/2018-09-12T18:00:00,2018-09-13T00:00:00/2018-09-13T00:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Riksdalervägen 2
8,8120,Bredängs bibliotek,Bredängstorget 20,127 32,Skärholmen,59.2947693,17.9340736,2018-08-27T10:00:00/2018-08-27T17:00:00,2018-08-28T10:00:00/2018-08-28T19:00:00,2018-08-29T00:00:00/2018-08-29T00:00:00,2018-08-30T12:00:00/2018-08-30T16:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T17:00:00,2018-09-03T10:00:00/2018-09-03T17:00:00,2018-09-04T10:00:00/2018-09-04T19:00:00,2018-09-05T00:00:00/2018-09-05T00:00:00,2018-09-06T12:00:00/2018-09-06T16:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T17:00:00,2018-09-10T10:00:00/2018-09-10T17:00:00,2018-09-11T10:00:00/2018-09-11T19:00:00,2018-09-12T00:00:00/2018-09-12T00:00:00,2018-09-13T12:00:00/2018-09-13T16:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Bredängstorget 20
8,8121,Skärholmens bibliotek,Bredholmsgatan 4,127 48,Skärholmen,59.2760346,17.9061503,2018-08-27T10:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T19:00:00,2018-08-29T10:00:00/2018-08-29T18:00:00,2018-08-30T12:00:00/2018-08-30T16:00:00,2018-08-31T12:00:00/2018-08-31T16:00:00,2018-09-01T10:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T19:00:00,2018-09-03T10:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T19:00:00,2018-09-05T10:00:00/2018-09-05T18:00:00,2018-09-06T12:00:00/2018-09-06T16:00:00,2018-09-07T12:00:00/2018-09-07T16:00:00,2018-09-08T10:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T19:00:00,2018-09-10T10:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T19:00:00,2018-09-12T10:00:00/2018-09-12T18:00:00,2018-09-13T12:00:00/2018-09-13T16:00:00,2018-09-14T12:00:00/2018-09-14T16:00:00,Bredholmsgatan 4
8,8124,Skärholmens medborgarkontor,Bodholmsplan 2,127 26,Skärholmen,59.2765265,17.9046813,2018-08-27T08:00:00/2018-08-27T16:00:00,2018-08-28T08:00:00/2018-08-28T16:00:00,2018-08-29T08:00:00/2018-08-29T15:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T08:00:00/2018-09-01T21:00:00,2018-09-02T08:00:00/2018-09-02T19:00:00,2018-09-03T08:00:00/2018-09-03T21:00:00,2018-09-04T08:00:00/2018-09-04T21:00:00,2018-09-05T08:00:00/2018-09-05T16:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T08:00:00/2018-09-08T21:00:00,2018-09-09T08:00:00/2018-09-09T19:00:00,2018-09-10T08:00:00/2018-09-10T21:00:00,2018-09-11T08:00:00/2018-09-11T21:00:00,2018-09-12T08:00:00/2018-09-12T16:00:00,2018-09-13T00:00:00/2018-09-13T00:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Bodholmsplan 2
8,8891,Stockholms universitet,Universitetsvägen 14D,106 91,Stockholm,59.3632718,18.0604127,2018-08-27T09:00:00/2018-08-27T19:00:00,2018-08-28T09:00:00/2018-08-28T19:00:00,2018-08-29T09:00:00/2018-08-29T18:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T09:00:00/2018-09-01T19:00:00,2018-09-02T09:00:00/2018-09-02T19:00:00,2018-09-03T09:00:00/2018-09-03T19:00:00,2018-09-04T09:00:00/2018-09-04T19:00:00,2018-09-05T09:00:00/2018-09-05T18:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T09:00:00/2018-09-08T19:00:00,2018-09-09T09:00:00/2018-09-09T19:00:00,2018-09-10T09:00:00/2018-09-10T19:00:00,2018-09-11T09:00:00/2018-09-11T19:00:00,2018-09-12T09:00:00/2018-09-12T18:00:00,2018-09-13T00:00:00/2018-09-13T00:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Universitetsvägen 14D
